,page_url,property_type,price,location,city,locality,baths,area,area_marla,area_sqft,bedrooms
15289,https://www.zameen.com/Property/g_11_g_11_4_pha_flat_d_type_for_sale-16124091-3333-1.html,Flat,7400000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",2,4 Marla,4.0,1089.0,2
15292,https://www.zameen.com/Property/e_11_e_11_4_flat_is_available_for_sale-16124857-3241-1.html,Flat,4500000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",2,5.3 Marla,5.3,1442.93,2
15293,https://www.zameen.com/Property/f_11_f_11_markaz_2_beds_apartment_in_f_11_islamabad-16125353-3286-1.html,Flat,13000000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",2,6.4 Marla,6.4,1742.41,2
15294,https://www.zameen.com/Property/islamabad_gulberg_al_kamal_height_gulberg_green_available_for_sale_on_easy_installment_plan-16125563-1682-1.html,Flat,4100000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",1,2.5 Marla,2.5,680.63,1
15305,https://www.zameen.com/Property/g_11_g_11_4_top_floor_apartment_is_available_for_sale-16126484-3333-1.html,Flat,7500000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",2,4.7 Marla,4.7,1279.58,2
15313,https://www.zameen.com/Property/g_10_g_10_markaz_900_square_feet_first_floor_pha_flat_for_rent_bachelor-16091922-3328-4.html,Flat,28000,G-10,Islamabad,"G-10, Islamabad, Islamabad Capital",2,4 Marla,4.0,1089.0,2
15317,https://www.zameen.com/Property/islamabad_islamabad_expressway_luxury_apartment_is_available_for_rent-16093500-9014-4.html,Flat,25000,Islamabad Expressway,Islamabad,"Islamabad Expressway, Islamabad, Islamabad Capital",2,5.3 Marla,5.3,1442.93,2
15323,https://www.zameen.com/Property/islamabad_e_11_corner_flat_with_two_bed_room_attached_bathtv_lounge__kitchen_for_rent-16099839-329-4.html,Flat,30000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",2,3.8 Marla,3.8,1034.55,2
15325,https://www.zameen.com/Property/h_12_meher_apartments_mehar_apartments_for_rent-16101289-11052-4.html,Flat,35000,H-12,Islamabad,"H-12, Islamabad, Islamabad Capital",2,5 Marla,5.0,1361.25,2
15342,https://www.zameen.com/Property/islamabad_e_11_flat_for_rent_in_e_11-16105399-329-4.html,Flat,45000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",3,7 Marla,7.0,1905.76,3
15345,https://www.zameen.com/Property/islamabad_e_11_flat_for_rent_in_e_11-16106116-329-4.html,Flat,25000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",1,2.2 Marla,2.2,598.95,1
15346,https://www.zameen.com/Property/islamabad_e_11_2_bed_flat_for_rent_in_e_11-16106293-329-4.html,Flat,30000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",0,3.6 Marla,3.6,980.1,0
15347,https://www.zameen.com/Property/e_11_e_11_2_furnished_flat_for_rent-16107082-3233-4.html,Flat,35000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",1,2.2 Marla,2.2,598.95,1
15361,https://www.zameen.com/Property/g_11_g_11_4_d_type_flat_for_rent_in_g_11_4_near_sunday_bazar-16111272-3333-4.html,Flat,25000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",2,4 Marla,4.0,1089.0,2
15364,https://www.zameen.com/Property/f_11_f_11_1_furnished_2_bedroom_apartment_in_millennium_heights_f11-16112260-3282-4.html,Flat,70000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",2,7.3 Marla,7.3,1987.43,2
15370,https://www.zameen.com/Property/islamabad_g_11_flat_for_rent-16122449-168-4.html,Flat,22000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",2,3.1 Marla,3.1,843.98,2
15371,https://www.zameen.com/Property/islamabad_g_11_flat_for_rent-16122453-168-4.html,Flat,25000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",2,3.1 Marla,3.1,843.98,2
15372,https://www.zameen.com/Property/islamabad_g_11_flat_for_rent-16122455-168-4.html,Flat,23000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",2,3.1 Marla,3.1,843.98,2
15379,https://www.zameen.com/Property/islamabad_g_11_3_bed_attach_bath_flat_for_rent_on_ibne_sina_road_g_11_3-16123919-168-4.html,Flat,35000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",3,4.9 Marla,4.9,1334.03,3
15388,https://www.zameen.com/Property/islamabad_g_13_d_type_flat_for_sale_in_life_style_residentia_g_13_1-16129833-330-1.html,Flat,4380000,G-13,Islamabad,"G-13, Islamabad, Islamabad Capital",2,5.1 Marla,5.1,1388.48,2
15389,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_block_a_apartment_is_available_for_sale_in_gulberg_greens-16130775-8313-1.html,Flat,4500000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",1,2.3 Marla,2.3,626.18,1
15391,https://www.zameen.com/Property/g_11_g_11_4_g_11_pha_c_type_ground_floor_flat_for_sale_a_k_barohi_road-16131790-3333-1.html,Flat,12000000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",0,4.6 Marla,4.6,1252.35,0
15393,https://www.zameen.com/Property/f_11_f_11_markaz_f_11_fully_renovated_3_bed_room_out_class_flat_for_sale-16132043-3286-1.html,Flat,21500000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,12 Marla,12.0,3267.01,3
15409,https://www.zameen.com/Property/dha_defence_phase_2_defence_executive_apartments_corner_three_bedroom_apartment_for_sale-16136667-9615-1.html,Flat,11500000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",3,9.1 Marla,9.1,2477.48,3
15410,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_block_e_luxury_apartments_on_2_year_plan-16136805-3120-1.html,Flat,1982000,B-17,Islamabad,"B-17, Islamabad, Islamabad Capital",1,1.4 Marla,1.4,381.15,1
15412,https://www.zameen.com/Property/top_city_1_top_city_block_c_time_square_residence_noc_by_rda_civil_aviation-16137524-9232-1.html,Flat,3900000,Top City 1,Islamabad,"Top City 1, Islamabad, Islamabad Capital",1,2.7 Marla,2.7,735.08,1
15420,https://www.zameen.com/Property/islamabad_g_11_g_11_3_new_pha_flat_2nd_floor_e_type_2_unite_rent_value_33000-16138818-168-1.html,Flat,6500000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",2,3.1 Marla,3.1,843.98,2
15421,https://www.zameen.com/Property/f_11_f_11_1_f11_al_safa_heights_2_fully_furnished_apartment_3_bed_fully_renovated_lg_floor_for_sale-16139795-3282-1.html,Flat,21500000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,12.2 Marla,12.2,3321.46,3
15422,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_2_bedroom_ground_floor_apartment_for_sale_in_defence_residency-16139908-9914-1.html,Flat,4000000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",2,3.6 Marla,3.6,980.1,2
15425,https://www.zameen.com/Property/islamabad_gulberg_gulberg_heights_925_sq_ft_apartment_for_sale-16140883-1682-1.html,Flat,4100000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",1,4.1 Marla,4.1,1116.23,1
15427,https://www.zameen.com/Property/islamabad_b_17_2_bed_room_flat_for_sale-16142551-616-1.html,Flat,7500000,B-17,Islamabad,"B-17, Islamabad, Islamabad Capital",2,5 Marla,5.0,1361.25,2
15440,https://www.zameen.com/Property/f_11_f_11_markaz_beautiful_2_beds_apartment_in_f_11_islamabad-16145489-3286-1.html,Flat,16000000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",2,6 Marla,6.0,1633.51,2
15441,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_block_b_2_bed_apartment__in_b_17_block_b1_islamabad-16145843-3117-1.html,Flat,2500000,B-17,Islamabad,"B-17, Islamabad, Islamabad Capital",2,3.1 Marla,3.1,843.98,2
15447,https://www.zameen.com/Property/f_11_f_11_markaz_f11_markaz_studio_apartment_1250_sq_feet_for_sale-16146599-3286-1.html,Flat,8500000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",1,5.6 Marla,5.6,1524.61,1
15448,https://www.zameen.com/Property/islamabad_d_17_apartment_is_available_for_sale-16146784-737-1.html,Flat,3700000,D-17,Islamabad,"D-17, Islamabad, Islamabad Capital",3,3.8 Marla,3.8,1034.55,3
15453,https://www.zameen.com/Property/islamabad_d_17_apartment_is_available_for_sale_in_islamabad_arcade-16146792-737-1.html,Flat,2200000,D-17,Islamabad,"D-17, Islamabad, Islamabad Capital",0,2.7 Marla,2.7,735.08,1
15454,https://www.zameen.com/Property/islamabad_d_17_apartment_is_available_for_sale_city_center-16146793-737-1.html,Flat,2500000,D-17,Islamabad,"D-17, Islamabad, Islamabad Capital",0,2 Marla,2.0,544.5,1
15455,https://www.zameen.com/Property/islamabad_d_17_apartment_is_available_for_sale-16146794-737-1.html,Flat,5500000,D-17,Islamabad,"D-17, Islamabad, Islamabad Capital",0,7.6 Marla,7.6,2069.11,3
15457,https://www.zameen.com/Property/islamabad_f_8_furnished_flat_is_available_for_sale-16146873-166-1.html,Flat,32500000,F-8,Islamabad,"F-8, Islamabad, Islamabad Capital",3,5.1 Marla,5.1,1388.48,2
15459,https://www.zameen.com/Property/islamabad_d_17_apartment_is_available_for_sale-16146907-737-1.html,Flat,3000000,D-17,Islamabad,"D-17, Islamabad, Islamabad Capital",3,6.2 Marla,6.2,1687.96,3
15465,https://www.zameen.com/Property/islamabad_d_17_apartment_is_available_for_sale_in_islamabad_arcade-16146914-737-1.html,Flat,2200000,D-17,Islamabad,"D-17, Islamabad, Islamabad Capital",0,2.7 Marla,2.7,735.08,1
15466,https://www.zameen.com/Property/islamabad_d_17_apartment_is_available_for_sale-16146917-737-1.html,Flat,5500000,D-17,Islamabad,"D-17, Islamabad, Islamabad Capital",0,7.6 Marla,7.6,2069.11,3
15467,https://www.zameen.com/Property/islamabad_d_17_apartment_is_available_for_sale-16146918-737-1.html,Flat,2700000,D-17,Islamabad,"D-17, Islamabad, Islamabad Capital",0,4.4 Marla,4.4,1197.9,2
15468,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_block_b_2_bed_flat_for_sale_in_mpchs_b_17_block_b1_islamabad-16146925-3117-1.html,Flat,2600000,B-17,Islamabad,"B-17, Islamabad, Islamabad Capital",2,3 Marla,3.0,816.75,2
15469,https://www.zameen.com/Property/islamabad_h_13_apartment_for_sale_on_easy_installments_plans_on_blessing_tower-16147574-1039-1.html,Flat,1500000,H-13,Islamabad,"H-13, Islamabad, Islamabad Capital",1,1.8 Marla,1.8,490.05,1
15477,https://www.zameen.com/Property/f_8_f_8_markaz_apartment_is_available_for_sale-16149587-3318-1.html,Flat,15000000,F-8,Islamabad,"F-8, Islamabad, Islamabad Capital",0,4 Marla,4.0,1089.0,2
15484,https://www.zameen.com/Property/b_17_mpchs_multi_gardens_2_bedroom_apartment_for_urgent_sale-16150478-3115-1.html,Flat,2500000,B-17,Islamabad,"B-17, Islamabad, Islamabad Capital",2,3.8 Marla,3.8,1034.55,2
15488,https://www.zameen.com/Property/f_11_f_11_markaz_2_bed_furnished_apartment_for_sale_in_f11_markaz-16151036-3286-1.html,Flat,11000000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",2,5.3 Marla,5.3,1442.93,2
15489,https://www.zameen.com/Property/islamabad_g_11_flat_for_sale_in_g_11-16151471-168-1.html,Flat,11000000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",3,5.3 Marla,5.3,1442.93,3
15495,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_block_d_elanza_mall__residency_apartment_on_3_years_installment-16152390-9132-1.html,Flat,3311000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",1,2.1 Marla,2.1,571.73,1
15499,https://www.zameen.com/Property/g_11_g_11_3_the_best_flat_for_living_purpose-16154043-3332-1.html,Flat,14000000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",3,7.6 Marla,7.6,2069.11,3
15515,https://www.zameen.com/Property/g_15_g_15_markaz_flat_available_for_rent_in_sapphire_arcade_g15_markaz-16128452-3352-4.html,Flat,14000,G-15,Islamabad,"G-15, Islamabad, Islamabad Capital",1,2.9 Marla,2.9,789.53,1
15518,https://www.zameen.com/Property/f_10_silver_oaks_apartments_3_bedrooms_beautiful_apartment-16130102-11308-4.html,Flat,120000,F-10,Islamabad,"F-10, Islamabad, Islamabad Capital",3,7.8 Marla,7.8,2123.56,3
15522,https://www.zameen.com/Property/islamabad_f_11_apartment_is_available_for_rent_in_hamaza_tower_f_11-16131227-163-4.html,Flat,150000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,12.7 Marla,12.7,3457.59,3
15547,https://www.zameen.com/Property/islamabad_f_11_the_best_flat_for_living_purpose-16141618-163-4.html,Flat,115000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",4,14.4 Marla,14.4,3920.41,3
15569,https://www.zameen.com/Property/f_11_f_11_1_apartments_available_for_rent-16149146-3282-4.html,Flat,85000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,9 Marla,9.0,2450.26,3
15589,https://www.zameen.com/Property/islamabad_g_10_2_bed_flat_available_for_rent_g_10_islamabad-16153523-167-4.html,Flat,27000,G-10,Islamabad,"G-10, Islamabad, Islamabad Capital",2,4 Marla,4.0,1089.0,2
15591,https://www.zameen.com/Property/islamabad_kashmir_highway_furnished_flat_is_available_for_rent-16153931-3456-4.html,Flat,70000,Kashmir Highway,Islamabad,"Kashmir Highway, Islamabad, Islamabad Capital",2,3.6 Kanal,72.0,19602.07,2
15609,https://www.zameen.com/Property/islamabad_diplomatic_enclave_diplomatic_enclave_2_bed_apartment_furnished_and_available_for_rent-16155949-429-4.html,Flat,143000,Diplomatic Enclave,Islamabad,"Diplomatic Enclave, Islamabad, Islamabad Capital",2,5.3 Marla,5.3,1442.93,2
15612,https://www.zameen.com/Property/e_11_4_apollo_towers_flat_is_available_for_sale-16159020-9703-1.html,Flat,7000000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",2,4.7 Marla,4.7,1279.58,2
15613,https://www.zameen.com/Property/islamabad_gulberg_book_your_luxury_apartment_on_easy_installments_in_gulberg_emporium_mall_and_residency-16159049-1682-1.html,Flat,2085000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",1,1.2 Marla,1.2,326.7,1
15617,https://www.zameen.com/Property/gulberg_greens_gulberg_emporium_mall_residency_book_your_luxury_apartment_on_easy_installments_in_gulberg_emporium_mall_and_residency-16160789-11355-1.html,Flat,8242000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",3,4.9 Marla,4.9,1334.03,3
15623,https://www.zameen.com/Property/islamabad_d_17_3_bed_apartment_for_sale_in_d17-16161978-737-1.html,Flat,5000000,D-17,Islamabad,"D-17, Islamabad, Islamabad Capital",3,5.4 Marla,5.4,1470.16,3
15625,https://www.zameen.com/Property/h_12_meher_apartments_flat_is_available_for_sale-16163899-11052-1.html,Flat,3695000,H-12,Islamabad,"H-12, Islamabad, Islamabad Capital",1,3.3 Marla,3.3,898.43,1
15629,https://www.zameen.com/Property/islamabad_b_17_apartment_is_available_for_sale_on_easy_installment-16165526-616-1.html,Flat,4140000,B-17,Islamabad,"B-17, Islamabad, Islamabad Capital",0,3.1 Marla,3.1,843.98,1
15630,https://www.zameen.com/Property/islamabad_b_17_apartment_is_available_for_sale_on_easy_installment-16165527-616-1.html,Flat,2820000,B-17,Islamabad,"B-17, Islamabad, Islamabad Capital",0,2 Marla,2.0,544.5,1
15631,https://www.zameen.com/Property/islamabad_b_17_apartment_is_available_for_sale_on_easy_installment-16165528-616-1.html,Flat,2640000,B-17,Islamabad,"B-17, Islamabad, Islamabad Capital",0,2.1 Marla,2.1,571.73,1
15632,https://www.zameen.com/Property/islamabad_b_17_apartment_is_available_for_sale_on_easy_installment-16165529-616-1.html,Flat,6030000,B-17,Islamabad,"B-17, Islamabad, Islamabad Capital",0,4.5 Marla,4.5,1225.13,2
15633,https://www.zameen.com/Property/islamabad_b_17_apartment_is_available_for_sale_on_easy_installment-16165530-616-1.html,Flat,5820000,B-17,Islamabad,"B-17, Islamabad, Islamabad Capital",0,4.3 Marla,4.3,1170.68,2
15634,https://www.zameen.com/Property/islamabad_b_17_apartment_is_available_for_sale_on_easy_installment-16165531-616-1.html,Flat,5550000,B-17,Islamabad,"B-17, Islamabad, Islamabad Capital",0,4.1 Marla,4.1,1116.23,2
15635,https://www.zameen.com/Property/islamabad_b_17_apartment_is_available_for_sale_on_easy_installment-16165532-616-1.html,Flat,5250000,B-17,Islamabad,"B-17, Islamabad, Islamabad Capital",0,3.9 Marla,3.9,1061.78,2
15636,https://www.zameen.com/Property/islamabad_b_17_apartment_is_available_for_sale_on_easy_installment-16165533-616-1.html,Flat,9360000,B-17,Islamabad,"B-17, Islamabad, Islamabad Capital",0,6.9 Marla,6.9,1878.53,3
15637,https://www.zameen.com/Property/islamabad_b_17_apartment_is_available_for_sale_on_easy_installment-16165534-616-1.html,Flat,8220000,B-17,Islamabad,"B-17, Islamabad, Islamabad Capital",0,6.1 Marla,6.1,1660.73,3
15638,https://www.zameen.com/Property/islamabad_b_17_apartment_is_available_for_sale_on_easy_installment-16165535-616-1.html,Flat,6780000,B-17,Islamabad,"B-17, Islamabad, Islamabad Capital",0,5 Marla,5.0,1361.25,3
15639,https://www.zameen.com/Property/islamabad_b_17_apartment_is_available_for_sale_on_easy_installment-16165536-616-1.html,Flat,10300000,B-17,Islamabad,"B-17, Islamabad, Islamabad Capital",0,7.6 Marla,7.6,2069.11,4
15642,https://www.zameen.com/Property/islamabad_e_11_apartment_is_available_for_sale-16167629-329-1.html,Flat,10500000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",3,7.3 Marla,7.3,1987.43,3
15646,https://www.zameen.com/Property/dha_defence_phase_1_dha_phase_1_sector_f_business_bay_flat_2_bedroom_furnished_flat_for_sale-16168501-8226-1.html,Flat,13200000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",2,6.1 Marla,6.1,1660.73,2
15650,https://www.zameen.com/Property/islamabad_e_11_e_11_khudadad_heights_6th_floor_flat_for_sale_in_reasonable_price-16169696-329-1.html,Flat,9000000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",2,8.9 Marla,8.9,2423.03,3
15655,https://www.zameen.com/Property/islamabad_soan_garden_flat_is_available_for_sale-16171952-338-1.html,Flat,3800000,Soan Garden,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",2,4 Marla,4.0,1089.0,2
15662,https://www.zameen.com/Property/g_15_zarkon_heights_islamabad_g15_one_bed_luxury_apartment_on_easy_installments-16172508-10169-1.html,Flat,4000000,G-15,Islamabad,"G-15, Islamabad, Islamabad Capital",1,2.3 Marla,2.3,626.18,1
15663,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_islamabad_dha_residency_2_bed_apartment_for_sale-16172534-9914-1.html,Flat,4250000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",2,5.1 Marla,5.1,1388.48,2
15687,https://www.zameen.com/Property/islamabad_gulberg_book_your_luxury_apartment_on_easy_installments_in_gulberg_emporium_mall_and_residency-16178285-1682-1.html,Flat,2085000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",1,1.2 Marla,1.2,326.7,1
15688,https://www.zameen.com/Property/dha_defence_phase_2_defence_executive_apartments_2_beds_flat_defence_executive_for_sale-16178699-9615-1.html,Flat,7200000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",2,6.8 Marla,6.8,1851.31,2
15694,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_1_bed_tv_lounge_flat_for_sale-16179257-9914-1.html,Flat,2400000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",1,2.7 Marla,2.7,735.08,1
15697,https://www.zameen.com/Property/islamabad_g_13_lifestyle_residency_type_c_apartment_available_for_sale-16180966-330-1.html,Flat,5500000,G-13,Islamabad,"G-13, Islamabad, Islamabad Capital",2,6 Marla,6.0,1633.51,2
15701,https://www.zameen.com/Property/bahria_town_bahria_enclave_flat_is_available_for_sale-16182921-1705-1.html,Flat,5800000,Bahria Town,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",0,3.8 Marla,3.8,1034.55,0
15709,https://www.zameen.com/Property/g_10_g_10_2_pha_flat_for_sale_d_type_g_10_2-16186966-3325-1.html,Flat,7500000,G-10,Islamabad,"G-10, Islamabad, Islamabad Capital",2,4 Marla,4.0,1089.0,2
15711,https://www.zameen.com/Property/islamabad_chattar_flat_available_for_sale-16187461-11104-1.html,Flat,14000000,Chattar,Islamabad,"Chattar, Islamabad, Islamabad Capital",4,16 Marla,16.0,4356.02,4
15719,https://www.zameen.com/Property/dha_defence_others_one_bed_flat_for_rent-16157497-3228-4.html,Flat,14000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",1,1.2 Marla,1.2,326.7,1
15732,https://www.zameen.com/Property/f_8_the_centaurus_1_bedroom_apartment_luxury_furnished_available_for_rent-16159879-8349-4.html,Flat,125000,F-8,Islamabad,"F-8, Islamabad, Islamabad Capital",2,5.1 Marla,5.1,1388.48,1
15741,https://www.zameen.com/Property/islamabad_g_12_the_best_opportunity_for_living_purpose-16160891-3336-4.html,Flat,12000,G-12,Islamabad,"G-12, Islamabad, Islamabad Capital",1,3 Marla,3.0,816.75,2
15743,https://www.zameen.com/Property/islamabad_g_12_the_best_opportunity_for_living_purpose-16160897-3336-4.html,Flat,12000,G-12,Islamabad,"G-12, Islamabad, Islamabad Capital",1,3 Marla,3.0,816.75,2
15749,https://www.zameen.com/Property/e_11_margalla_hills_2_flat_is_available_for_rent-16161523-9668-4.html,Flat,66000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",3,8 Marla,8.0,2178.01,3
