,Price,House_location,baths,beds,total_sqft,kitchens,tv_lounge,store
7688,57000000,E-11,8,8,4356,2,2,1
7689,53000000,E-11,8,8,3865,2,2,1
7694,24500000,E-11,5,4,1905,2,2,1
7696,57000000,E-11,7,7,4356,2,2,1
7697,68000000,E-11,7,7,5445,2,2,1
7698,75000000,E-11,7,7,5445,2,2,1
7699,75000000,E-11,8,8,5445,2,2,1
7700,57000000,E-11,8,8,4356,2,2,1
7701,45000000,E-11,7,6,3375,2,2,1
7702,53000000,E-11,8,8,3865,2,2,1
7708,77500000,E-11,8,8,5445,2,2,1
7709,48000000,E-11,7,7,3811,2,2,1
7710,19500000,E-11,4,4,1361,2,2,1
7718,20000000,E-11,4,4,1633,2,2,1
7723,47000000,E-11,7,6,3375,2,2,1
7724,55000000,E-11,6,6,3811,2,2,1
7725,75000000,E-11,6,6,5445,2,2,1
7727,47500000,E-11,7,7,3267,2,2,1
7728,29000000,E-11,5,4,2123,2,2,1
7733,65000000,E-11,7,7,5445,2,2,1
7735,26000000,E-11,4,4,1824,2,2,1
7736,43000000,E-11,7,6,3267,2,2,1
7737,62000000,E-11,8,8,4356,2,2,1
7742,47500000,E-11,6,6,3267,2,2,1
7747,52000000,E-11,8,7,4328,2,2,1
7748,19500000,E-11,4,4,1361,2,2,1
7749,23000000,E-11,4,4,1633,2,2,1
7750,20000000,E-11,4,4,1633,2,2,1
7751,9500000,E-11,4,3,5445,2,2,1
7753,20000000,E-11,4,4,1633,2,2,1
7755,23000000,E-11,5,4,1633,2,2,1
7757,35000000,E-11,5,4,2722,2,2,1
7758,23500000,E-11,5,4,1633,2,2,1
7761,23000000,E-11,4,4,1633,2,2,1
7766,46500000,E-11,7,6,3267,2,2,1
7788,29500000,E-18,3,5,13612,2,2,1
7789,6500000,E-18,3,2,2178,2,2,1
7790,9500000,E-18,2,2,2722,2,2,1
7791,7000000,E-18,3,2,1905,2,2,1
7792,9000000,E-18,3,4,3375,2,2,1
7793,16000000,E-18,7,7,3375,2,2,1
7794,8500000,E-18,2,3,2722,2,2,1
7795,10000000,E-18,4,4,2178,2,2,1
7796,9500000,E-18,3,4,3103,2,2,1
7860,260000000,other,7,6,115978,2,2,1
7932,38800000,Emaar Canyon Views,4,5,8167,2,2,1
7933,55000000,Emaar Canyon Views,7,7,9801,2,2,1
7934,35000000,Emaar Canyon Views,6,5,7623,2,2,1
7935,28000000,Emaar Canyon Views,5,5,8167,2,2,1
7936,19000000,Emaar Canyon Views,3,3,3539,2,2,1
7937,19900000,Emaar Canyon Views,3,3,3294,2,2,1
7939,40000000,Emaar Canyon Views,6,5,5989,2,2,1
7942,14500000,Emaar Canyon Views,3,3,3811,2,2,1
7943,27000000,Emaar Canyon Views,5,5,7078,2,2,1
7944,13000000,Emaar Canyon Views,4,3,3893,2,2,1
7945,17500000,Emaar Canyon Views,4,3,3893,2,2,1
7946,13000000,Emaar Canyon Views,4,3,3267,2,2,1
7948,37500000,Emaar Canyon Views,6,5,5989,2,2,1
7949,15500000,Emaar Canyon Views,4,3,3267,2,2,1
7950,33000000,Emaar Canyon Views,6,5,7078,2,2,1
7951,18000000,Emaar Canyon Views,4,3,3811,2,2,1
7952,37500000,Emaar Canyon Views,5,5,5445,2,2,1
7953,37500000,Emaar Canyon Views,5,4,5989,2,2,1
7954,70000000,F-10,6,6,8167,2,2,1
8064,120000000,F-10,7,7,11434,2,2,1
8093,56000000,F-10,5,5,5445,2,2,1
8107,115000000,F-10,8,8,10890,2,2,1
8132,70000000,F-10,6,5,7078,2,2,1
8133,100000000,F-10,8,7,10890,2,2,1
8146,125000000,F-10,5,5,13068,2,2,1
8182,115000000,F-10,6,6,10890,2,2,1
8217,115000000,F-10,8,8,10890,2,2,1
8223,68000000,F-10,6,6,6534,2,2,1
8255,111300000,F-10,7,7,11434,2,2,1
8278,115000000,F-10,6,6,10890,2,2,1
8307,55000000,F-10,6,5,5445,2,2,1
8326,115000000,F-10,6,6,10890,2,2,1
8328,59000000,F-10,5,5,5989,2,2,1
8496,105000000,F-10,5,5,10890,2,2,1
8659,110000000,F-10,6,6,10890,2,2,1
8666,54500000,F-11,6,6,5445,2,2,1
8682,68000000,F-11,5,6,5445,2,2,1
8685,70000000,F-11,6,5,5445,2,2,1
8714,78000000,F-11,8,7,6534,2,2,1
8716,34000000,F-11,4,4,2722,2,2,1
8717,72500000,F-11,5,5,5445,2,2,1
8718,77500000,F-11,6,6,5989,2,2,1
8724,75000000,F-11,5,5,7078,2,2,1
8727,90000000,F-11,7,6,7078,2,2,1
8731,70000000,F-11,6,6,5445,2,2,1
8741,100000000,F-11,6,8,7078,2,2,1
8751,75000000,F-11,3,3,6534,2,2,1
8754,75000000,F-11,7,7,7078,2,2,1
8757,82500000,F-11,8,7,7078,2,2,1
8758,59000000,F-11,6,6,4356,2,2,1
8759,75000000,F-11,6,5,5445,2,2,1
8762,65000000,F-11,6,5,5445,2,2,1
8763,82500000,F-11,6,6,7078,2,2,1
8764,67000000,F-11,7,6,5445,2,2,1
8765,55000000,F-11,7,6,4900,2,2,1
8770,65000000,F-11,5,5,4846,2,2,1
8771,55000000,F-11,8,7,6534,2,2,1
8773,66000000,F-11,8,7,5445,2,2,1
8775,65000000,F-11,6,5,5445,2,2,1
8778,80000000,F-11,6,6,7078,2,2,1
8782,75000000,F-11,6,6,7078,2,2,1
8783,94000000,F-11,8,8,7078,2,2,1
8784,56500000,F-11,6,6,5445,2,2,1
8785,78500000,F-11,6,6,7078,2,2,1
8786,66500000,F-11,5,5,5445,2,2,1
8787,60000000,F-11,6,6,4356,2,2,1
8793,60000000,F-11,4,4,4356,2,2,1
8794,55000000,F-11,5,5,4356,2,2,1
8795,63500000,F-11,6,6,5445,2,2,1
8796,74000000,F-11,6,6,7078,2,2,1
8798,55000000,F-11,4,4,4356,2,2,1
8801,65000000,F-11,6,6,5445,2,2,1
8802,65000000,F-11,5,5,5445,2,2,1
8803,94000000,F-11,6,7,7078,2,2,1
8804,93000000,F-11,6,7,7078,2,2,1
8805,92000000,F-11,6,7,7078,2,2,1
8806,91000000,F-11,6,7,7078,2,2,1
8807,90000000,F-11,6,7,7078,2,2,1
8808,89000000,F-11,6,7,7078,2,2,1
8814,35000000,F-11,5,5,2722,2,2,1
8829,64000000,F-11,6,6,5445,2,2,1
8834,71000000,F-11,6,5,5445,2,2,1
8845,85700000,F-11,8,8,7078,2,2,1
8855,67500000,F-11,5,5,5445,2,2,1
8857,55000000,F-11,7,6,5445,2,2,1
8860,65000000,F-11,8,7,5445,2,2,1
8863,75000000,F-11,7,7,5445,2,2,1
8868,80000000,F-11,8,7,7078,2,2,1
8872,65000000,F-11,6,6,5445,2,2,1
8878,78000000,F-11,5,5,5445,2,2,1
8880,55000000,F-11,6,5,4356,2,2,1
8881,77500000,F-11,6,6,7078,2,2,1
8883,70000000,F-11,6,6,5445,2,2,1
8884,75000000,F-11,4,3,7078,2,2,1
8889,72500000,F-11,7,7,5445,2,2,1
8890,61500000,F-11,6,6,4356,2,2,1
8907,63000000,F-11,6,6,5445,2,2,1
8912,65000000,F-11,7,7,5445,2,2,1
8913,65000000,F-11,7,7,5445,2,2,1
8920,150000000,F-11,8,7,10890,2,2,1
8921,70000000,F-11,5,5,4846,2,2,1
8922,30000000,F-11,4,4,2613,2,2,1
8923,100000000,F-11,8,7,7078,2,2,1
8924,45000000,F-11,4,4,4356,2,2,1
8925,75000000,F-11,5,5,5445,2,2,1
8926,115000000,F-11,8,7,10890,2,2,1
8937,82500000,F-11,8,8,7078,2,2,1
8942,80000000,F-11,3,3,7078,2,2,1
8957,1000000,F-11,3,3,1361,2,2,1
8962,67500000,F-11,6,5,5445,2,2,1
8965,85000000,F-11,8,7,7078,2,2,1
8966,77500000,F-11,8,7,5445,2,2,1
8967,110000000,F-11,8,7,10890,2,2,1
8977,70000000,F-11,6,5,5445,2,2,1
8992,60000000,F-11,4,4,5445,2,2,1
8993,75000000,F-11,8,7,5445,2,2,1
8994,72500000,F-11,8,7,7078,2,2,1
8995,95000000,F-11,6,6,7078,2,2,1
8996,100000000,F-11,6,6,7078,2,2,1
8997,65000000,F-11,5,5,5445,2,2,1
8998,59000000,F-11,4,4,5445,2,2,1
9008,9500000,F-11,2,2,1524,2,2,1
9022,75000000,F-11,6,6,5445,2,2,1
9108,27500000,F-15,8,7,2722,2,2,1
9110,40000000,F-15,8,7,5445,2,2,1
9111,17000000,F-15,4,4,2178,2,2,1
9112,17000000,F-15,4,4,2178,2,2,1
9113,50000000,F-15,8,7,5445,2,2,1
9114,41500000,F-15,8,7,5445,2,2,1
9115,50000000,F-15,8,7,5445,2,2,1
9116,41500000,F-15,8,7,5445,2,2,1
9117,25500000,F-15,5,5,2722,2,2,1
9118,25200000,F-15,5,5,2722,2,2,1
9119,25000000,F-15,5,5,2722,2,2,1
9120,25000000,F-15,5,5,2722,2,2,1
9121,24800000,F-15,5,5,2722,2,2,1
9122,24800000,F-15,5,5,2722,2,2,1
9123,24600000,F-15,5,5,2722,2,2,1
9124,24600000,F-15,5,5,2722,2,2,1
9125,24400000,F-15,5,5,2722,2,2,1
9126,24400000,F-15,5,5,2722,2,2,1
9128,17000000,F-15,4,4,2178,2,2,1
9129,17000000,F-15,4,4,2178,2,2,1
9130,40000000,F-15,8,7,5445,2,2,1
9133,9000000,F-17,5,4,1905,2,2,1
9135,13000000,F-17,4,4,1905,2,2,1
9136,14500000,F-17,4,4,2178,2,2,1
9138,13800000,F-17,5,5,1905,2,2,1
9140,16000000,F-17,6,5,2178,2,2,1
9141,13500000,F-17,4,4,1905,2,2,1
9142,15000000,F-17,3,3,2178,2,2,1
9144,12500000,F-17,3,3,1905,2,2,1
9146,17000000,F-17,6,6,2178,2,2,1
9147,14500000,F-17,4,4,1905,2,2,1
9154,17000000,F-17,6,5,2178,2,2,1
9156,26000000,F-17,7,7,3865,2,2,1
9157,40000000,F-17,7,7,5445,2,2,1
9159,14500000,F-17,4,4,1905,2,2,1
9161,16900000,F-17,6,5,2178,2,2,1
9165,36000000,F-17,8,7,5445,2,2,1
9166,15000000,F-17,4,4,2178,2,2,1
9168,13500000,F-17,4,4,2178,2,2,1
9169,15500000,F-17,3,3,3811,2,2,1
9172,16500000,F-17,5,6,2178,2,2,1
9173,40000000,F-17,7,7,5445,2,2,1
9175,14500000,F-17,4,4,1905,2,2,1
9177,11000000,F-17,2,2,1905,2,2,1
9178,35000000,F-17,8,7,5445,2,2,1
9180,19000000,F-17,7,7,2967,2,2,1
9181,19500000,F-17,7,7,2967,2,2,1
9182,19500000,F-17,7,7,2967,2,2,1
9183,19500000,F-17,7,7,2967,2,2,1
9184,35000000,F-17,8,7,5445,2,2,1
9187,19000000,F-17,7,7,2967,2,2,1
9191,40000000,F-17,8,7,5445,2,2,1
9193,14500000,F-17,4,4,1905,2,2,1
9214,20000000,F-17,6,6,2722,2,2,1
9216,14000000,F-17,4,4,1905,2,2,1
9217,34000000,F-17,7,7,5445,2,2,1
9220,14500000,F-17,6,6,1905,2,2,1
9245,14500000,F-17,6,6,1905,2,2,1
9340,120000000,F-6,5,5,8712,2,2,1
9354,80000000,F-6,4,4,5989,2,2,1
9387,100000000,F-6,5,6,8712,2,2,1
9396,100000000,F-6,5,5,7623,2,2,1
9405,65000000,F-6,4,4,4846,2,2,1
9413,70000000,F-6,6,6,5308,2,2,1
9430,65000000,F-6,4,4,4846,2,2,1
9438,160000000,F-6,5,5,14157,2,2,1
9460,60000000,F-6,4,4,5172,2,2,1
9472,20000000,F-6,7,7,9256,2,2,1
9495,75000000,F-6,6,6,5989,2,2,1
9505,147500000,F-6,8,8,10890,2,2,1
9510,115000000,F-6,5,5,8712,2,2,1
9569,72500000,F-6,6,5,5308,2,2,1
9591,180000000,F-6,5,4,13068,2,2,1
9607,105000000,F-6,6,6,8712,2,2,1
9608,180000000,F-6,5,5,108900,2,2,1
9613,75000000,F-6,6,6,5989,2,2,1
9747,280000000,F-7,6,6,21780,2,2,1
9816,100000000,F-7,5,5,8167,2,2,1
9968,280000000,F-7,7,7,21780,2,2,1
10049,70000000,F-7,6,6,5989,2,2,1
10055,120000000,F-7,8,7,10890,2,2,1
10065,230000000,F-7,8,7,21780,2,2,1
10066,230000000,F-7,8,7,21780,2,2,1
10069,330000000,F-7,8,7,27225,2,2,1
10070,120000000,F-7,8,7,10890,2,2,1
10110,170000000,F-7,5,5,17424,2,2,1
10177,130000000,F-7,5,5,13068,2,2,1
10178,230000000,F-7,8,7,21780,2,2,1
10188,10000000,F-7,8,7,10890,2,2,1
10212,85000000,F-7,7,7,6534,2,2,1
10267,115000000,F-7,6,5,9801,2,2,1
10302,70000000,F-7,6,6,5989,2,2,1
10316,85000000,F-7,8,7,7078,2,2,1
10363,14000000,F-7,6,7,5445,2,2,1
10413,14000000,F-7,7,7,5445,2,2,1
10441,72000000,F-7,6,5,5989,2,2,1
10490,230000000,F-7,8,7,21780,2,2,1
10491,230000000,F-7,8,7,21780,2,2,1
10507,45000000,F-7,6,5,4083,2,2,1
10611,250000000,F-8,8,8,21780,2,2,1
10677,140000000,F-8,5,5,11979,2,2,1
10685,240000000,F-8,6,5,21780,2,2,1
10693,125000000,F-8,7,7,10890,2,2,1
10703,240000000,F-8,6,5,21780,2,2,1
10704,124000000,F-8,4,4,10890,2,2,1
10734,107000000,F-8,8,7,9801,2,2,1
10810,80000000,F-8,5,5,108900,2,2,1
10835,260000000,F-8,8,7,21780,2,2,1
10836,260000000,F-8,8,7,21780,2,2,1
10868,3500000,F-8,6,5,5989,2,2,1
10899,130000000,F-8,7,6,10890,2,2,1
10978,110000000,F-8,8,8,9801,2,2,1
10979,107500000,F-8,5,5,9801,2,2,1
11183,9000000,FECHS,3,4,1361,2,2,1
11184,14000000,FECHS,6,5,2178,2,2,1
11185,9000000,FECHS,2,2,1905,2,2,1
11186,7100000,FECHS,3,2,1905,2,2,1
11188,13500000,FECHS,6,5,2178,2,2,1
11192,12700000,FECHS,6,5,1905,2,2,1
11193,13000000,FECHS,4,4,1905,2,2,1
11195,13500000,FECHS,4,4,1905,2,2,1
11196,12000000,FECHS,5,5,1905,2,2,1
11197,13500000,FECHS,6,6,1960,2,2,1
11198,15000000,FECHS,5,5,2178,2,2,1
11200,13000000,FECHS,6,6,1905,2,2,1
11203,8700000,FECHS,3,3,1361,2,2,1
11205,11500000,FECHS,4,4,1905,2,2,1
11207,12500000,FECHS,7,6,1905,2,2,1
11209,13000000,FECHS,5,4,2178,2,2,1
11211,9000000,FECHS,2,2,2178,2,2,1
11212,10000000,FECHS,3,3,1905,2,2,1
11213,8500000,FECHS,3,2,1905,2,2,1
11214,9000000,FECHS,3,2,1905,2,2,1
11215,8800000,FECHS,3,2,1905,2,2,1
11217,23500000,FECHS,6,6,3267,2,2,1
11219,9500000,FECHS,3,3,2041,2,2,1
11220,13000000,FECHS,6,5,1905,2,2,1
11221,8800000,FECHS,3,2,1905,2,2,1
11222,9700000,FECHS,4,4,1905,2,2,1
11223,11000000,FECHS,4,4,1905,2,2,1
11225,13500000,FECHS,5,4,1905,2,2,1
11226,11000000,FECHS,5,4,1905,2,2,1
11227,11000000,FECHS,5,4,2178,2,2,1
11229,17500000,FECHS,4,3,3267,2,2,1
11230,13500000,FECHS,6,5,1905,2,2,1
11232,13500000,FECHS,5,5,1905,2,2,1
11233,13500000,FECHS,6,5,2178,2,2,1
11234,14500000,FECHS,4,4,2178,2,2,1
11240,8800000,FECHS,2,3,1905,2,2,1
11241,8500000,FECHS,2,2,1905,2,2,1
11243,12000000,FECHS,4,4,1905,2,2,1
11244,11000000,FECHS,5,4,1905,2,2,1
11246,11800000,FECHS,5,4,2178,2,2,1
11248,13500000,FECHS,4,4,1905,2,2,1
11249,15500000,FECHS,5,5,2450,2,2,1
11250,10000000,FECHS,5,4,1905,2,2,1
11255,21000000,FECHS,6,6,3267,2,2,1
11259,7800000,other,5,7,1361,2,2,1
11260,12000000,other,5,5,1905,2,2,1
11261,7800000,other,4,4,1361,2,2,1
11262,13000000,other,4,4,2178,2,2,1
11268,16000000,Faisal Town - F-18,6,6,1905,2,2,1
11270,15000000,Faisal Town - F-18,4,4,2178,2,2,1
11272,16500000,Faisal Town - F-18,7,6,2178,2,2,1
11273,16800000,Faisal Town - F-18,4,4,2178,2,2,1
11274,16000000,Faisal Town - F-18,6,5,1905,2,2,1
11275,15000000,Faisal Town - F-18,4,4,2178,2,2,1
11276,17000000,Faisal Town - F-18,6,6,1905,2,2,1
11277,16900000,Faisal Town - F-18,6,5,1905,2,2,1
11280,16500000,Faisal Town - F-18,4,4,2178,2,2,1
11283,15000000,Faisal Town - F-18,4,4,1905,2,2,1
11284,15000000,Faisal Town - F-18,4,4,1905,2,2,1
11285,15000000,Faisal Town - F-18,4,4,1905,2,2,1
11286,16000000,Faisal Town - F-18,4,4,2178,2,2,1
11289,15000000,Faisal Town - F-18,4,4,1905,2,2,1
11290,15000000,Faisal Town - F-18,4,4,1905,2,2,1
11291,55000000,other,5,5,5989,2,2,1
11293,15000000,other,6,7,3539,2,2,1
11297,15000000,other,3,3,2722,2,2,1
11298,15500000,other,3,3,3267,2,2,1
11299,8000000,other,4,4,1361,2,2,1
11300,9000000,other,6,6,1361,2,2,1
11301,6500000,other,4,4,1361,2,2,1
11302,10000000,other,4,6,1633,2,2,1
11303,12000000,other,4,4,1960,2,2,1
11307,8500000,other,3,2,1905,2,2,1
11308,4500000,other,2,2,1089,1,2,0
11311,16900000,G-10,4,3,1633,2,2,1
11314,22500000,G-10,4,5,1633,2,2,1
11315,22500000,G-10,4,5,1633,2,2,1
11316,47500000,G-10,7,7,3865,2,2,1
11317,35000000,G-10,6,5,2450,2,2,1
11323,70000000,G-10,4,3,5445,2,2,1
11324,70000000,G-10,4,4,5445,2,2,1
11329,24000000,G-10,4,4,1987,2,2,1
11330,26000000,G-10,5,5,1905,2,2,1
11332,36500000,G-10,6,5,2722,2,2,1
11333,52500000,G-10,5,5,3811,2,2,1
11334,14800000,G-10,2,2,1089,1,2,0
11336,17000000,G-10,2,3,1361,2,2,1
11337,55000000,G-10,6,6,3811,2,2,1
11339,45000000,G-10,3,3,3539,2,2,1
11340,32500000,G-10,5,5,2395,2,2,1
11341,29500000,G-10,2,2,2722,2,2,1
11342,19000000,G-10,3,3,1633,2,2,1
11343,35000000,G-10,5,5,2722,2,2,1
11344,20500000,G-10,2,3,1633,2,2,1
11345,20500000,G-10,2,3,1633,2,2,1
11346,19000000,G-10,2,3,1824,2,2,1
11347,49000000,G-10,5,5,3865,2,2,1
11351,12500000,G-10,2,2,1089,1,2,0
11352,20000000,G-10,3,3,1824,2,2,1
11356,45000000,G-10,5,5,3865,2,2,1
11357,21000000,G-10,5,5,1633,2,2,1
11358,10500000,G-10,2,3,1089,1,2,0
11363,75000000,G-10,6,6,5172,2,2,1
11369,20500000,G-10,2,3,1824,2,2,1
11370,43000000,G-10,7,7,3375,2,2,1
11372,21000000,G-10,3,3,1824,2,2,1
11373,22500000,G-10,4,4,1824,2,2,1
11375,26000000,G-10,5,5,1905,2,2,1
11376,55000000,G-10,6,6,3865,2,2,1
11378,38000000,G-10,7,7,2722,2,2,1
11381,22500000,G-10,3,3,1905,2,2,1
11387,67500000,G-10,6,6,5445,2,2,1
11390,34000000,G-10,4,4,2531,2,2,1
11391,26000000,G-10,5,5,1905,2,2,1
11399,36500000,G-10,6,7,2967,2,2,1
11403,22500000,G-10,4,4,1824,2,2,1
11405,12000000,G-10,2,4,980,1,1,0
11412,20500000,G-10,3,3,1633,2,2,1
11414,45000000,G-10,6,6,3267,2,2,1
11415,36500000,G-10,5,5,2531,2,2,1
11416,45000000,G-10,7,7,3267,2,2,1
11417,21000000,G-10,3,3,1824,2,2,1
11418,21500000,G-10,3,3,1824,2,2,1
11419,32500000,G-10,4,4,2531,2,2,1
11421,35000000,G-10,4,4,2722,2,2,1
11425,41000000,G-10,7,8,2994,2,2,1
11427,24000000,G-10,4,4,1905,2,2,1
11428,21500000,G-10,4,3,1824,2,2,1
11431,66500000,G-10,6,7,5445,2,2,1
11443,22500000,G-10,4,4,1824,2,2,1
11444,22500000,G-10,4,4,1824,2,2,1
11445,12000000,G-10,4,4,980,1,1,0
11454,45000000,G-10,7,7,3539,2,2,1
11458,24000000,G-10,4,4,1905,2,2,1
11459,19000000,G-10,2,3,1905,2,2,1
11472,22500000,G-11,5,6,1361,2,2,1
11474,15000000,G-11,2,3,980,1,1,0
11475,21500000,G-11,5,4,1524,2,2,1
11477,20000000,G-11,2,2,2178,2,2,1
11480,16000000,G-11,3,4,1089,1,2,0
11482,28500000,G-11,4,4,1905,2,2,1
11484,50000000,G-11,6,6,3267,2,2,1
11485,16500000,G-11,3,4,1089,1,2,0
11486,27000000,G-11,4,4,1905,2,2,1
11487,25000000,G-11,5,5,1361,2,2,1
11488,14800000,G-11,2,2,1524,2,2,1
11490,21000000,G-11,3,4,1361,2,2,1
11493,22500000,G-11,4,4,1497,2,2,1
11495,20000000,G-11,3,3,1361,2,2,1
11496,31000000,G-11,4,4,1905,2,2,1
11497,31000000,G-11,4,5,1905,2,2,1
11498,25000000,G-11,4,4,1361,2,2,1
11499,23000000,G-11,3,5,1361,2,2,1
11500,67500000,G-11,7,6,3865,2,2,1
11502,18000000,G-11,3,4,1361,2,2,1
11504,19000000,G-11,4,4,1361,2,2,1
11505,23500000,G-11,5,5,1361,2,2,1
11506,34000000,G-11,5,5,2178,2,2,1
11507,18500000,G-11,4,4,1361,2,2,1
11508,37500000,G-11,4,5,2178,2,2,1
11510,26500000,G-11,4,4,1905,2,2,1
11511,32500000,G-11,4,4,1905,2,2,1
11516,12500000,G-11,2,4,816,1,1,0
11520,17500000,G-11,4,4,1197,1,2,0
11524,23500000,G-11,4,4,1361,2,2,1
11527,55000000,G-11,6,6,3267,2,2,1
11528,26000000,G-11,4,4,1905,2,2,1
11529,19000000,G-11,3,3,1361,2,2,1
11531,19000000,G-11,3,3,1361,2,2,1
11533,26500000,G-11,5,5,1497,2,2,1
11534,35000000,G-11,6,5,1905,2,2,1
11537,20500000,G-11,3,4,1524,2,2,1
11538,35000000,G-11,4,4,2178,2,2,1
11539,29500000,G-11,4,4,2178,2,2,1
11540,29000000,G-11,5,5,1905,2,2,1
11541,37500000,G-11,5,4,2178,2,2,1
11545,34000000,G-11,6,5,2178,2,2,1
11546,13000000,G-11,2,4,980,1,1,0
11547,15000000,G-11,2,4,1089,1,2,0
11548,15000000,G-11,2,4,1089,1,2,0
11551,57500000,G-11,6,6,3267,2,2,1
11552,35500000,G-11,6,6,1905,2,2,1
11553,18500000,G-11,4,4,1361,2,2,1
11554,57500000,G-11,6,6,3811,2,2,1
11557,36000000,G-11,6,5,1905,2,2,1
11558,37000000,G-11,6,5,2178,2,2,1
11559,35000000,G-11,6,5,2178,2,2,1
11561,15000000,G-11,4,4,1089,1,2,0
11563,40000000,G-11,6,5,2722,2,2,1
11565,37000000,G-11,6,5,2178,2,2,1
11567,36000000,G-11,6,6,1905,2,2,1
11568,24000000,G-11,6,5,1633,2,2,1
11569,23000000,G-11,5,4,1361,2,2,1
11570,36000000,G-11,6,6,1905,2,2,1
11576,37000000,G-11,5,5,2178,2,2,1
11578,23000000,G-11,4,4,1361,2,2,1
11579,23000000,G-11,4,4,1361,2,2,1
11580,36000000,G-11,6,6,1905,2,2,1
11581,23000000,G-11,4,3,1442,2,2,1
11582,23000000,G-11,4,3,1442,2,2,1
11583,16500000,G-11,3,4,1225,1,2,0
11585,24500000,G-11,5,5,1524,2,2,1
11587,18000000,G-11,4,4,1361,2,2,1
11593,23900000,G-11,5,5,1633,2,2,1
11594,38000000,G-11,6,6,2178,2,2,1
11595,20500000,G-11,4,4,1524,2,2,1
11597,36500000,G-11,5,6,2178,2,2,1
11600,35000000,G-11,6,6,2178,2,2,1
11603,29000000,G-11,4,4,1633,2,2,1
11606,16000000,G-11,4,4,1197,1,2,0
11612,20000000,G-11,3,4,1361,2,2,1
11614,36000000,G-11,5,6,2178,2,2,1
11615,22000000,G-11,4,4,1524,2,2,1
11616,36000000,G-11,6,5,2178,2,2,1
11618,25000000,G-11,4,5,1361,2,2,1
11619,27000000,G-11,3,4,1905,2,2,1
11620,17000000,G-11,3,2,1089,1,2,0
11624,29500000,G-11,5,6,1824,2,2,1
11628,30500000,G-11,3,3,2178,2,2,1
11629,35000000,G-11,3,4,2178,2,2,1
11630,39000000,G-11,5,5,2314,2,2,1
11631,17000000,G-11,3,3,1089,1,2,0
11632,25000000,G-11,4,4,1361,2,2,1
11633,15000000,G-11,5,4,816,1,1,0
11634,37000000,G-11,5,6,2178,2,2,1
11635,18000000,G-11,5,4,1361,2,2,1
11636,26000000,G-11,4,4,1524,2,2,1
11637,35000000,G-11,5,5,1905,2,2,1
11639,37000000,G-11,5,5,2178,2,2,1
11642,26000000,G-11,4,4,1905,2,2,1
11643,27000000,G-11,4,4,1905,2,2,1
11644,31000000,G-11,4,4,1905,2,2,1
11645,34500000,G-11,4,4,1905,2,2,1
11646,35000000,G-11,4,4,1905,2,2,1
11647,21000000,G-11,4,4,1361,2,2,1
11648,19000000,G-11,4,4,1361,2,2,1
11649,22000000,G-11,4,4,1361,2,2,1
11650,23000000,G-11,4,4,1361,2,2,1
11651,50000000,G-11,6,6,3267,2,2,1
11653,51000000,G-11,6,6,3267,2,2,1
11654,55000000,G-11,6,6,3267,2,2,1
11664,25000000,G-11,4,4,1524,2,2,1
11665,25000000,G-11,4,4,1524,2,2,1
11666,36000000,G-11,5,6,1905,2,2,1
11667,36000000,G-11,5,6,1905,2,2,1
11668,36000000,G-11,5,6,1905,2,2,1
11669,29000000,G-11,4,4,1905,2,2,1
11672,37000000,G-11,7,7,2178,2,2,1
11673,19500000,G-11,4,4,1089,1,2,0
11674,30000000,G-11,5,5,1905,2,2,1
11675,38500000,G-11,7,6,2531,2,2,1
11676,28500000,G-11,4,4,1905,2,2,1
11678,13000000,G-11,4,4,980,1,1,0
11681,13000000,G-11,4,4,980,1,1,0
11683,28500000,G-11,4,4,1905,2,2,1
11684,16000000,G-11,5,4,1197,1,2,0
11686,25000000,G-11,5,4,1497,2,2,1
11688,21500000,G-11,4,4,1524,2,2,1
11689,34000000,G-11,6,6,1905,2,2,1
11690,24500000,G-11,4,4,1361,2,2,1
11691,36000000,G-11,5,5,1905,2,2,1
11696,19500000,G-11,4,4,1361,2,2,1
11697,19500000,G-11,4,4,1361,2,2,1
11698,23000000,G-11,4,4,1442,2,2,1
11700,24000000,G-11,5,5,1361,2,2,1
11701,36500000,G-11,5,5,2178,2,2,1
11703,30000000,G-11,4,4,2178,2,2,1
11704,30000000,G-11,4,4,1905,2,2,1
11705,30000000,G-11,4,4,2178,2,2,1
11706,31500000,G-11,5,5,2178,2,2,1
11707,21000000,G-11,4,4,1524,2,2,1
11708,26000000,G-11,4,4,1524,2,2,1
11709,37000000,G-11,6,6,2178,2,2,1
11710,27000000,G-11,5,5,1524,2,2,1
11711,35000000,G-11,5,5,2178,2,2,1
11715,18000000,G-11,3,4,1361,2,2,1
11716,17000000,G-11,4,4,1197,1,2,0
11719,25000000,G-11,4,4,1497,2,2,1
11720,25500000,G-11,4,4,1497,2,2,1
11722,26000000,G-11,4,4,1524,2,2,1
11727,32500000,G-11,8,8,1824,2,2,1
11728,19000000,G-11,3,3,1361,2,2,1
11729,16500000,G-11,2,2,1089,1,2,0
11730,32500000,G-11,4,4,1905,2,2,1
11731,100000000,G-11,6,6,5445,2,2,1
11732,90000000,G-11,6,6,5445,2,2,1
11733,85000000,G-11,6,6,5445,2,2,1
11736,60000000,G-11,6,6,3267,2,2,1
11737,29000000,G-11,5,5,1905,2,2,1
11738,31000000,G-11,5,5,1905,2,2,1
11739,31500000,G-11,5,5,1905,2,2,1
